Link,Place,Title,Image,Date,Location,InfoLink,Member,Article
https://artemperor.tw/tidbits/18238,台灣，台北市,藝星藝術中心【《WEIRDLAND》黑雞先生個展】,https://d2onjhd726mt7c.cloudfront.net/images/datas/000/117/559/mbfwghsbez1qkx5i2u6lxpzik03why7o_800x420^.jpg,2025-05-22 ~ 2025-07-13,藝星藝術中心（台北市大安區敦化南路二段63巷53弄9號）,,黑雞先生,"是的，睽違已久的黑雞先生個展又來了，濃縮了近年來的生活苦悶與愛恨情仇，腦內小宇宙以奇怪的方式爆發，以幽默、超現實的視覺語言，建構了一個奇異又溫柔的世界。
個展名稱取樣自知名文學作品「愛莉絲夢遊仙境(Alice in Wonderland)」，故事中，愛莉絲意外掉進了夢幻世界，進而引發出了一連串的奇幻旅程。
在日常生活與女兒的對話中，得知她們在觀看我的作品時總是感到很「奇怪」，對於畫面中每一個元素構成總是充滿了疑問與想像，也有屬於她們的創意解讀，整個觀看過程就像是一種奇怪的仙境旅行，也因此催生了這個展覽的許多想法。
這次展覽承襲了過往的創作脈絡，讓黑雞宇宙中的各式角色將日常生活以一種莫名其妙的方式呈現，這些荒誕，其實都是你我熟悉的真實，只是我們平常裝作沒看見。
《WEIRDLAND》看起來像是一場胡鬧，但仔細看，你會發現裡面其實藏著一種很誠實的、幾乎老派的情感—對家庭的依戀、對社會的疼惜、以及誠實面對自我的真誠。
我邀請你們一起走進這個怪奇國度，放下框架與理性，以輕鬆的態度去觀看黑雞宇宙，也觀看自己。
▐ 關於藝術家
來自台灣的街頭藝術創作者，自詡為充滿愛的憤怒青年，喜愛旅行至世界等地進行塗鴉創作，筆下多以衣不蔽體的裸男為主，2000 年接觸塗鴉藝術至今，作品遍佈各地，也因此成為台灣塗鴉史上被民眾檢舉次數最多的藝術家。
黑雞先生認為，創作是一種誠實面對自我的方式，基於對這片土地的關懷，作品中處處可見針對時事的強力批判,直接不做作、言詞犀利卻又令人難以反駁，以幽默的手法來喚醒人們心中對慾望的渴求及尊重，及對世俗虛假偽善的道德觀作出一番嘲諷，將 “醜陋” 視為語彙，發展出屬於自身的一套創作模式,並藉由作品重新詮釋與體制、社會議題、人與環境的相互關係,試圖顛覆人的既有價值觀，排除外在表像，從另一角度來思索人事物的內在本質。
《WEIRDLAND》黑雞先生個展
▐ 展期    丨5月22日 – 7月13日
▐ 開幕派對丨5月24日（週六）
▐ 派對時間丨下午6點
▐ 地點    丨藝星藝術中心（台北市大安區敦化南路二段63巷53弄9號）"
https://artemperor.tw/tidbits/18310,台灣，台北市,琂樂堂藝文空間【此身，未竟之境  】BODY–Where we are at,https://d2onjhd726mt7c.cloudfront.net/images/datas/000/117/853/ct4hdpxmmind79h9kw2mrzqgyp39s65m_800x420^.jpg,2025-05-22 ~ 2025-06-22,台北市大同區環河北路一段111號1樓＆ 3樓,https://www.instagram.com/joyfulart_gallery/,杜思秋 Du Siqiu、全相玉 Jun Sang Ok、勝田えみ Emi Katsuta、李麗 Li Li、李峰 Li Feng、林慶芳 Ching-Fong Lin、申英美 SHIN Young Mi、朱夢殊 Zhu Meng Shu,"歡迎來到琂樂堂藝文間觀賞一場身體的展演。這是一齣沒有劇本的劇場，每一件作品、每一組身體，都是某段正在發生、還沒結束的故事。而你，不只是觀眾，或許也正是其中一幕的角色。
「此身，未竟之境」以「身體」為出發點，不只是肉身的形貌，更是我們如何存在、如何相遇、如何在這個世界裡尋找自己的痕跡。每位藝術家用不同的創作媒材勾勒出那些說不出口、但我們都似曾感受過的瞬間。有些畫面是直接的，像一道目光直視你；有些則曖昧若隱，像記憶邊緣泛起的水波。有的身體重重地存在著，像一段還未被療癒的過去；有的輕盈如夢，彷彿你一轉身它就會消失。
這些個體在展場中輪番現身，如同一齣沒有結尾的《輪舞》。每一次相遇，都是一次關係的開場：我在哪裡？你我之間，是什麼？那是一種持續在變動的空間，也是我們所身處的此刻。Where we are at.
「未竟」意味著尚未完成，也意味著仍然可能。在這裡，我們邀請你，不只是觀看，也用你的身體、你的記憶、你的當下，加入這場還在進行中的舞。
你，準備好了嗎？
Welcome to Joyful Art Gallery and to a performance of the body. Here, there is no script—each artwork, each figure, is part of a story still unfolding. And you, too, may be one of its characters.
“BODY–Where we are at” begins with the body—not only in form, but as a presence, a memory, a question. Through different mediums and expressions, the artists capture moments we’ve all felt: a lingering gaze, a fleeting emotion, a body caught between past and becoming.
Some works confront you, others hover at the edge of recognition. Certain bodies feel grounded and heavy with history; others drift like dreams, almost out of reach.
Together, they form a shifting choreography, like a continuous Ronde. Every encounter opens a new question: Where are we? What exists between us?
To be unfinished is to remain open—to change, to connect, to continue.
We invite you not only to observe, but to join: with your body, your memory, your presence.
此身，未竟之境  BODY–Where we are at
日期 Date｜
2025 . 05 . 22（Thur）~ 06 . 22（Sun） 11:00~19:00 （Closed on Monday）
開幕 Opening｜
2025 . 05 . 24（Sat） 15:00
地點 Venue｜
台北市大同區環河北路一段111號1樓 ＆ 3樓  琂樂堂藝文空間
Joyful Art Gallery, 1F ＆ 3F., No. 111, Sec. 1, Huanhe N. Rd., Datong Dist., Taipei City , Taiwan"
https://artemperor.tw/tidbits/18319,台灣，桃園市,中原大學藝術中心【雙城意象】桃園與南京的對話,https://d2onjhd726mt7c.cloudfront.net/images/datas/000/117/876/hmff4ernkwqbijf6bn6vimc3l4s8xnkw_800x420^.jpg,2025-05-22 ~ 2025-06-21,中原大學藝術中心（桃園市中壢區中北路200號，全人教育村北棟/ 沐樂展覽廳）,https://www.facebook.com/CYCUARTCENTER,陳歷渝、裴凌暄,"雙城意象─桃園與南京的對話
本展覽由陳歷渝老師及裴凌暄老師帶領的中原大學「字繪桃園」團隊與江蘇第二師範學院「字話南京」團隊共同創作，以字體設計與文字圖示為媒介，呈現南京與桃園的地方特色，展現師生對地方文化的觀察與創意詮釋。兩地創作者以設計敘事，展現對地方文化的觀察與理解。展覽以平面字繪作品為主，結合南京與桃園地圖的立體裝置與影像創作，構築雙城文化的多層次對話，展現設計與文化融合的獨特魅力。
City Poetics: Visual Tales of Taoyuan ＆ Nanjing
This exhibition is a collaborative creation between the Typography Taoyuan team from Chung Yuan Christian University, led by Professor Li-Yu CHEN and Professor Ling Xuan PEI, and the Wordscape Nanjing team from Jiangsu Second Normal University. Through the medium of type design and visual storytelling, the exhibition captures the unique essence of Taoyuan and Nanjing, offering a poetic interpretation of local culture through the eyes and creativity of both teachers and students. Each work is a narrative woven through design, a reflection of intimate observations and heartfelt connections to place. Centered around graphic typographic art, the exhibition also features three-dimensional installations and visual creations shaped by the maps of Taoyuan and Nanjing, forming a multilayered dialogue between the two cities. Together, these works reveal the unique profound beauty born from the fusion of design and culture."
https://artemperor.tw/tidbits/18320,台灣，桃園市,中原大學藝術中心【童畫童話＆街尾巷弄．城市地圖】謝沂叡、謝文哲雙個展,https://d2onjhd726mt7c.cloudfront.net/images/datas/000/117/879/lrmiqpkhozjeq1f06p2z9lrwdit5jfbk_800x420^.jpg,2025-05-22 ~ 2025-06-21,中原大學藝術中心（桃園市中壢區中北路200號，全人教育村北棟/ 沐樂展覽廳）,https://www.facebook.com/CYCUARTCENTER,謝沂叡、謝文哲,"童畫童話＆街尾巷弄·城市地圖─謝沂叡、謝文哲雙個展
12歲的謝沂叡與45歲的謝文哲以繪畫形式呈現對桃園的觀察與詮釋，展現兩代人截然不同的視角與創意。謝沂叡以「童畫童話」為主題，透過天真的筆觸與鮮明色彩，描繪桃園的奇幻角落與純粹憧憬；謝文哲則以「街尾巷弄-城市地圖」，透過鳥瞰技法與細膩構圖，捕捉城市的建築細節與生活韻味。展覽作品對比呈現純真與成熟的創作風格，探討桃園的多元面貌與文化意象。
Childhood Dreams ＆ Alleyway Maps—A Dual Solo Exhibition by Mr. Ray and Wen-Zhe HSIEH
Twelve-year old Mr. Ray (Yi-Ray HSIEH) and 45-year-old Wen Zhe HSIEH come together in this exhibition, offering their distinct artistic interpretations of Taoyuan through painting. Their works reflect a vivid contrast between two generations, each capturing the city’s spirit from a uniquely personal perspective. Under the theme Childhood Dreams, Mr. Ray paints with a sense of wonder and innocence, using bold colors and playful strokes to depict the fantastical corners and pure aspirations woven into Taoyuan’s landscape. In contrast, Wen-Zhe HSIEH’s Alleyway Maps employs intricate compositions and a bird’s eye view to delicately capture the architectural details and the living pulse of the city’s alleys and streets. Together, their artworks create a dialogue between innocence and experience, exploring Taoyuan’s rich, multifaceted character and the cultural imagery that shapes its soul."
https://artemperor.tw/tidbits/18189,台灣，高雄市,高雄市新浜碼頭藝術學會【夏日。再見See You Summer】馬寶珍個展,https://d2onjhd726mt7c.cloudfront.net/images/datas/000/117/361/stalo67jkfcsd7juwvjnghd0hdl37klt_800x420^.jpg,2025-05-22 ~ 2025-06-19,大勇路64號2F,https://sinpink.com/2025/04/19/%e5%a4%8f%e6%97%a5%e3%80%82%e5%86%8d%e8%a6%8bsee-you-summer/,新浜碼頭藝術空間、馬寶珍,"▍展覽簡介｜
這是一場關於青春與成長的溫柔凝視。
《夏日。再見》不是傷感的告別，而是情感的流動、沉澱與再現。我們曾經在最純真的年代裡，擁有最熾熱的心，那些少年輕狂時候的選擇和追逐，如今已成為生命中最珍貴的底色，成就了今日的自我。
藝術家運用色彩、光影與意象，建構出屬於自己的藝術語境，探索生命中的夢想、孤獨、掙扎與蛻變，在光影與筆觸交錯的?間，將過去與現在交融，將遺憾與美好共存。每一幅畫面都是一次與過去的對話，一種對未來的想像，並期望與觀者產生共鳴，喚起內心深處的記憶與情感。夏日終將離去，而那份無法言說的思念與溫度會永遠印記在生命之中，並微笑著迎向下一個季節。"
https://artemperor.tw/tidbits/18187,台灣，高雄市,高雄市新浜碼頭藝術學會【那些美麗的地方-王鏸疋(一ㄚˇ)與陳泓銘油畫聯展】,https://d2onjhd726mt7c.cloudfront.net/images/datas/000/117/360/l0o61w2q72jcphji8k77c9ac9jeln89z_800x420^.jpg,2025-05-22 ~ 2025-06-18,大勇路64號2F,https://sinpink.com/,王鏸疋(一ㄚˇ)、陳泓銘,"▍展覽簡介｜
回憶，是最美麗的旅程。那些在畫布上不停地追求著的，都是心裡面最重要的那個部分。當我們想起一個地方的美好，往往都是跟某些人很重要的回憶。歡迎你來聽聽故事，欣賞「那些美麗的地方」
▍藝術家｜王鏸疋(一ㄚˇ)、陳泓銘
▍展覽日期｜114.05.22(四)-114.06.18(三)，周一、二公休
▍展覽地點｜新浜碼頭藝術空間A、B展覽室
▍開幕茶會｜114.05.25(日) 下午兩點
▍與談人｜王鏸疋(一ㄚˇ)、陳泓銘
▍空間贊助單位｜國藝會
▍新浜行政｜陳羚溱、吳宛倫
▍實習生｜孔媛、陳咨蓉"
https://artemperor.tw/tidbits/18289,國際，中國,寶吉祥藝術中心【寶吉祥藝術中心將於第七屆「北京當代藝術博覽會」 】呈現跨世代亞洲藝術對話,https://d2onjhd726mt7c.cloudfront.net/images/datas/000/117/766/s0fxzgmzpxbbe78ygw9hyfyb6he32r8h_800x420^.jpg,2025-05-22 ~ 2025-05-25,北京·全國農業展覽館 11號館,https://art-center.gloje.com/extend_reading.php?rely_id=176,江基名、黃至正、高定、千住博、井上有一、嚴培明,"繼去年於北京當代藝術博覽會獲得廣泛好評後，寶吉祥藝術中心將於2025年5月22日至25日再度參展第七屆北京當代藝術博覽會，於展位 E7 呈獻一場跨越世代與地域的亞洲藝術對話。此次展覽精選多位亞洲重量級藝術家的代表之作，從歷史脈絡與當代視角出發，勾勒出一幅兼具文化厚度與時代精神的藝術圖景。
本次展出作品橫跨二十世紀至當代，涵蓋日本戰後書法革新運動的重要推手井上有一（Yuichi Inoue）、以壯闊瀑布意象著稱的當代藝術家千住博（Hiroshi Senju），以及活躍於歐洲藝壇的中國旅法藝術家嚴培明（Yan Pei-Ming）。嚴培明為首位於羅浮宮舉辦個展的在世當代藝術家，其作品亦被該館永久收藏，並於同年獲頒法國藝術與文學騎士勳章（Chevalier de l’Ordre des Arts et des Lettres）。他以巨幅肖像與歷史性場景聞名，畫風激烈深刻，結合東方哲學思維與西方繪畫語彙，探討個人與歷史、生命與死亡之間的張力與凝視，為當代藝術史開拓出深具批判與詩性力量的表現場域。
此外，畫廊亦將重點呈現三位台灣當代藝術家——江基名、高定與黃至正的代表作品。三位藝術家分別以木雕、當代水墨與複合媒材為創作媒介，展現對東方美學的當代詮釋，並透過個人化的視覺語言回應全球化語境下的文化身份與思想轉譯。此一策展方向體現寶吉祥藝術中心持續推動的「跨世代計畫」，旨在連結不同世代與文化背景的創作實踐，拓展亞洲藝術在當代視野中的精神脈絡與國際對話可能。
展出藝術家
井上有一 Yuichi Inoue（1916-1985）
山│1966│146×230cm│墨、纸
井上有一（Yuichi Inoue）無疑是20世紀下半葉最具影響力的亞洲前衛藝術家之一。美國抽象表現主義大師羅伯特·馬瑟韋爾（Robert Motherwell, 1915–1991）曾讚譽他為當代極少數真正偉大的藝術家。井上的作品以漢字為核心，不再受限於傳統書法形式，他將筆墨化為情緒與身體的延伸，以毛筆時而擊打、潑灑、書寫於特製的大型紙張上，創作出充滿爆發力與精神張力的作品，徹底顛覆了傳統書法的語彙與邊界。
千住博 Hiroshi Senju
waterfall瀑布│1994│90×115.5cm／110×135.5cm(含框)│岩彩
千住博1958年生於日本東京，畢業於東京藝術大學日本畫科，以其壯觀宏偉的大型瀑布作品而聞名。
千住博透過傳統岩彩、版畫等等技法，以都市、山水、沙漠、瀑布等系列，根植日本畫涵養與西方藝術觀念，以獨特手法融會貫通。千住博的作品簡約而具震撼力，且將抽象表現主義與日本傳統繪畫揉合，巧妙地將傳統繪畫技巧與當代藝術美學的視覺語彙連結，被公認為完美駕馭傳統日本畫風格的當代藝術大師之一。
嚴培明 Yan Pei Ming
特雷維噴泉│2015│330cmx215cmx12cm│油畫
嚴培明1960年出生於上海，以其富有力量與情感張力的表現主義肖像畫風格廣受讚譽。他的繪畫題材廣泛，涵蓋公眾人物、時事事件、靜物風景、宗教、親友及動物等多元主體。透過厚重筆觸與強烈光影捕捉瞬間情感與存在狀態。
嚴培明的作品多以黑白或紅白等高對比的單色調進行創作，從而突顯作品的主題與構圖。他以巨大的力量與豐富的想像力作畫，因此在他的作品裡可見獨特而富有表達力的筆觸，並同時極具神秘感。在近觀時呈現近乎抽象的繪畫肌理，遠觀則凝聚為強烈具象的形象，這種從古典油畫傳統出發、轉化為當代語境的視覺表現，使其作品既具歷史厚度，又充滿當代精神。
江基名  Chiang Chi Ming
沛│2025│110×78cm│樟木、銀箔、壓克力顏料
江基名於1990 出生於彰化，浮雕作為藝術史中獨特的媒材形式，江基名透過浮雕，構築一個柔軟、模糊、介於真實與虛構之間的觀看場域。關注光影、倒影、窗面、網格與材質肌理如何引導觀看者進入一種介於凝視與投射之間的心理狀態。人物常以背影、剪影或倒影的形式出現，避免明確的身份敘事，反而強化觀看者主觀感知的流動與停留。
黃至正Huang Chih Cheng
風浪Wave Whispers│2025│100cm × 100cm│墨、顏料墨水、水性顏料、銀箔、韓國壯紙
黃至正畢業於東海大學美術系碩士，黃至正深受箔材同時具有脆弱與剛硬的二元性吸引，作品關注現象的形成，並透過個人經驗的演繹，反問當代建構的現實是否堅固。經常是以金屬箔作為基底材、運用墨水、棉線、影像等複合媒材展現不同的演繹可能。
高定 Gao Ding
北稜角│2025│70cm × 70cm│紙本水墨
高定現為國立臺灣藝術大學書畫藝術學系碩士生，專注以黑白水墨描繪台灣高山風景。自2020年起他便運用水墨、楮皮紙與高知麻紙，捕捉山體岩塊的銳利質感與箭竹草原的起伏。他以近乎執拗的乾筆皴法層層堆疊，筆痕如同行走山脊的足跡，緩慢而堅定，呈現與山對話般的修行歷程，映射出風景與內在情感的共構。
展會時間｜Time
2025.5.22 - 5.25
展會地點｜Venue
北京·全國農業展覽館 11號館
Hall 11, National Agricultural Exhibition Center, Beijing
貴賓預覽｜VIP Preview
2025.5.22（週四｜Thu.） 13:00 - 19:00
2025.5.23（週五｜Fri.）   11:00 - 18:00
*受邀嘉賓憑電子貴賓卡可在貴賓預覽和公眾開放期間不限次數入場觀展，每份名額僅限1人使用，並可再邀請2位同行。
Guests with e-VIP cards can enjoy unlimited entries during VIP Preview and Public Days. Each card is valid for one person only.
公眾開放｜Public Days
2025.5.24（週六｜Sat.） 11:00 - 18:00
2025.5.25（週日｜Sun.）11:00 - 18:00"
https://artemperor.tw/tidbits/18332,台灣，台北市,玲廊滿藝線上藝廊【交錯的身影】身體與身份的雙重想像,https://d2onjhd726mt7c.cloudfront.net/images/datas/000/117/955/r6polgxc000vd7j92czc8z15446tbm7z_800x420^.jpg,2025-05-23 ~ 2025-06-11,台北時代寓所The Portal(台北市中正區林森南路7號),https://www.uniart.com.tw/topics/2684,張慈、徐乙白,"本展聚焦於張慈與徐乙白兩位女性藝術家對身體與身份的詮釋與再想像。畫中人物造型或張力十足、或內斂素雅，映照出從成熟女性到童趣女孩的多重樣貌。
傳統視覺文化中多以「男性凝視」（male gaze）為主，女性經常是被觀看的對象、被物化的身體。而在這場展覽中：張慈的畫作以模糊、低飽和或簡化的人物線條，拒絕典型的美化與標籤，營造一種不透明的主體性。她筆下的女性既無需迎合目光，也不主動「取悅」，這是一種對觀看權力的冷靜撤回與重構。徐乙白則透過奇幻、童趣甚至有些怪誕的視覺語彙建構出一種非線性、非現實的女性身體經驗。她筆下的女孩彷彿是在角色扮演，既超越性別也超越人形，是一種對於女性形象的主動再創與遊戲。這兩種策略，共同呈現了一種女性主體觀看自身與世界的視角。
透過她們各自的視角，身體不僅是情感與記憶的載體，更是象徵、隱喻與文化書寫的容器，也映照出兩位藝術家在造型語彙與色彩運用上的獨特風格。
展覽｜ 交錯的身影：身體與身份的雙重想像
展期｜2025.5.23(五)—2025.6.11(三)
藝術家｜張慈、徐乙白
開幕分享會｜2025.5.28(三) 13:30-15:30 (13:15開放入場)
地點｜台北時代寓所The Portal（捷運善導寺站3號/4號出口 走路1分鐘）
*展期開放時間
週五至週日14:00-18:00
展覽採預約制，免費取票參觀
預約連結：https://www.uniart.com.tw/topics/2684"
https://artemperor.tw/tidbits/18333,台灣，台北市,台北當代藝術館【安全室】,https://d2onjhd726mt7c.cloudfront.net/images/datas/000/117/959/4jci72sp3yxh6fa9ml8120jz3db965og_800x420^.jpg,2025-05-24 ~ 2025-09-07,台北當代藝術館主題策劃展區1F、戶外廣場,https://mocatpe.tw/art04aMVUA ,王煜松＋地震寫生團、李奧納多・布爾吉・特諾里奧Leonardo Bürgi Tenorio（瑞士）、張宸瑋、張程鈞、湯雅雯、劉芳一、藤井光Hikaru Fujii（日本）,"「安全室」Safe Room
2025/5/24(六) - 9/7(日)
展覽場地：台北當代藝術館主題策劃展區1F、戶外廣場
策展人：林裕軒
策展助理：廖聰顥
參展藝術家：王煜松＋地震寫生團、李奧納多・布爾吉・特諾里奧Leonardo Bürgi Tenorio（瑞士）、張宸瑋、張程鈞、湯雅雯、劉芳一、藤井光Hikaru Fujii（日本）
「安全室」展覽介紹
倚靠著掩體，循著防空避難的路徑指示，一步步低身踏入空間的內部。在災難、戰爭、個人危機與社會關係的交織場景中，「安全室」試著勾勒出一個如圖層般堆疊，卻也像板塊裂隙一樣劃分你我的邊界。沿著這樣的輪廓，在不斷位移、覆蓋、重塑的動態中建構出能暫時阻絕威脅的藏身之地。透過這樣的他方（elsewhere），展覽不僅拆解保護與隔離的界限，同時也延伸我們對於災難的想像。
安全的他方，似乎總是反身地暗示危險的現身。「安全室」從「災難」出發，探問一種臺灣視野的災難會是什麼樣貌。從烙印在這塊土地上的威權痕跡，到不可輕忽的戰爭威脅與頻仍的自然災害，這些都時時刻刻扭轉我們熟悉的生活軌跡、調動你我的關係與互動方式。面對這些人造的、自然的、關係的力量，我們該以何種姿態與之共處？又該如何在其中找到棲身之地？
近三十年，臺灣經歷過地震、風災、政治動盪等多重挑戰，展覽透過作品與事件回應這些威脅。策展團隊集結了來自日本、瑞士與臺灣的七位藝術家，從不同層面的災難所集結出的經驗進行預示。邀請觀眾進入一個既遠離危險的庇護之所，卻也無比靠近威脅的前線陣地。在不斷緊縮與擴張的邊線上，進一步探討災難後的治理與個人應對的方式，以及相異質地的災變所輻射出的另類關係。「安全室」所揭露的是我們與災難之間的微妙距離，這使得我們必須不斷切身地將自己的身體置於某種前沿之處，並不斷改變自身的戰鬥位置，而或許，這正是屬於我們的治理與生活之道。
Safe Room
2025/5/24 Sat.- 9/7 Sun.
Venue：MoCA TAIPEI 1F、MoCA Plaza
Curator：Lin Yu-Hsuan
Assistant Curator：Liao Cong-Hao
Artists：Wang Yu-Song + Earthquake Sketching Group、Leonardo Bürgi Tenorio、Chang Chen-Wei、Chang Cheng-Chun、Tang Ya-Wen、Liu Fang-Yi、Hikaru Fujii
「Safe Room」Exhibition Introduction
Leaning against the shelter while following the air raid evacuation instructions, one lowers the body and carefully enters this space. In scenes that intertwine disasters, wars, personal crises, and social relations, Safe Room illustrates a complex reality characterized by overlapping layers and tectonic fissures that separate individuals. Following this framework, the exhibition showcases a refuge that temporarily protects against imminent threats within a dynamic landscape that is constantly morphing, obscuring, and shaping itself. By envisioning such an alternate space, the exhibition not only erodes the boundaries of safety and isolation but also broadens our imagination of disasters.
The notion of a safe elsewhere often reflexively implies potential danger. Safe Room starts with the idea of “disaster” and explores what disasters might entail from a Taiwanese viewpoint. From the authoritarian marks imprinted on this land to looming war threats and recurring natural disasters, these factors continuously reshape the trajectory of life as we are familiar with and alter our relationships and interactions with one another. When coping with these man-made, natural, and relational forces, how do we coexist with them? How do we find a safe space for ourselves within them?
Over the past thirty years, Taiwan has faced numerous challenges, including earthquakes, typhoons, and political turmoil. Through a variety of artworks and events, the exhibition aims to address these threats. The curatorial team brings together seven artists from Japan, Switzerland, and Taiwan, each offering insights drawn from their different experiences with disasters, inviting visitors into a sheltering space away from danger yet unsettlingly close to the frontier of these threats. By navigating the increasingly approaching and expanding boundaries, the exhibition examines the concept of post-disaster governance, individual coping mechanisms, and the alternative relationships formed by catastrophes of different natures. Safe Room reveals the subtle distance between us and potential calamities, urging us to consistently position ourselves on a frontier and adjust our defensive strategies and stances. This, perhaps, reflects our approach to governance and living."
https://artemperor.tw/tidbits/18301,台灣，台北市,台北當代藝術館【環世界日誌】,https://d2onjhd726mt7c.cloudfront.net/images/datas/000/117/812/d09bttgz6r27nfare15v22cxtxcljqil_800x420^.jpg,2025-05-24 ~ 2025-09-07,台北當代藝術館（台北市大同區103長安西路39號）,https://mocatpe.tw/art04aMVUA ,王永安＋膚感物種、王懷遠、李宸安、姚睿蘭、提摩西．托瑪森、葉采薇、詹宏祿、羅伃君、羅晟文,"▐ 策展人：林承緯（大緯）
▐ 科學顧問：曾文宣
▐ 參展藝術家：王永安＋膚感物種、王懷遠、李宸安、姚睿蘭、提摩西．托瑪森、葉采薇、詹宏祿、羅伃君、羅晟文
「作為人類，是怎樣的感受？」──《達爾文事變》
1909年，德國動物學家魏克斯庫爾（Jakob Johann von Uexküll）提出了「環世界」一詞（Umwelt，另譯為環境界），意指動物們透過自己所擁有的感覺器官、轉譯外部世界的訊號，在自己的身體架構中所形塑的獨特世界。由於每種動物的感覺能力都有各自的特色與限制，我們甚至可以這樣說：世界上有多少種生物，就有多少種環世界。
就用人類當作第一個例子：人的眼睛能看見波長380到700奈米的光線，卻看不見響尾蛇用來探測獵物的紅外線訊號和蜜蜂在花朵上看到的紫外光圖紋；人耳能聽到頻率20到2萬赫茲的聲響，卻聽不見蝙蝠飛行的高頻聲波與大象踩地的低頻訊息；更不用說那些我們完全無從想像起的，鯊魚的電覺或海龜的磁覺了。但為什麼我們從頭到尾，都覺得自己知道的世界就是全部？
展覽「環世界日誌」是2025年台北當代藝術館「青年藝術計畫」所支持的策展計畫之一。策展人林承緯（大緯）邀請九組臺灣在地與國際當代藝術家，協同中央研究院、國家生物模式中心以及展覽科學顧問──演化生物學家曾文宣等科學夥伴，透過藝術與科學的多重技術，近身觀測並試圖理解草履蟲、貓、家豬、鯨魚、小鼠等各種生物所擁有的複數環世界，留下一篇篇獨一無二的日誌。
在感官生物學近年最重要的科普作品《五感之外的世界》中，作者提到：「人類是唯一願意深入研究其他動物感官，嘗試貼近牠們感覺的物種。」由此可知，重點從來就不是人類能否透過科學研究或技術去突破我們的感官極限、成為某種動物；而是我們是否願意開啟這個「嘗試貼近」的旅程。
唯有發自內心的肯認千萬種環世界的存在、理解其中沒有任何一種是大寫的客觀世界，我們才能真正開始思考一種可能，一種差異共存的可能。"
